Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti Alto K10 LXI,Delhi,2015,51000,Petrol,Manual,First,20.9,998,67.1,5.0,0.0,3232.31
Maruti Swift VXI Optional,Kochi,2017,42527,Petrol,Manual,First,20.0,1197,81.80,5.0,0.0,6428.03
Chevrolet Sail LT ABS,Kolkata,2014,45000,Diesel,Manual,First,22.0,1248,74,5.0,0.0,3024.96
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,Diesel,Manual,First,12.0,2494,102,8.0,0.0,7318.44
Toyota Fortuner 3.0 Diesel,Mumbai,2009,92000,Diesel,Manual,First,11.0,2982,171,7.0,0.0,10855.69
BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,Diesel,Automatic,Second,18.8,1995,184,5.0,0.0,21955.32
Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,53211,Petrol,Manual,First,16.0,1395,138.02,5.0,0.0,14197.77
Toyota Fortuner 3.0 Diesel,Kolkata,2019,80000,Diesel,Manual,First,11.0,2982,171,7.0,0.0,10965.46
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,Diesel,Automatic,First,15.0,1896,105,5.0,0.0,6403.64
Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,Diesel,Manual,First,23.0,1396,90,5.0,0.0,3598.23
Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,Diesel,Manual,Second,21.0,1248,88.76,5.0,0.0,3232.31
Volkswagen Vento Petrol Highline,Pune,2013,57197,Petrol,Manual,First,15.0,1598,103.6,5.0,0.0,4878.96
Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,Diesel,Automatic,First,17.0,1582,126.2,5.0,22382.23,15246.75
Maruti Ritz VXI,Mumbai,2014,33000,Petrol,Manual,First,21.0,1197,85.80,5.0,0.0,3964.16
Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,Petrol,Manual,First,13.0,1997,141.1,5.0,0.0,4878.96
Mahindra XUV500 W8 2WD,Delhi,2012,75000,Diesel,Manual,Second,15.0,2179,140,7.0,0.0,7623.38
Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,Diesel,Manual,First,21.6,1498,108.62,5.0,11209.41,7074.49
Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,Petrol,Manual,First,17.5,1193,88.7,5.0,9867.7,6098.7
Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,Diesel,Automatic,First,12.0,2993,270.88,5.0,0.0,71635.33
Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,Petrol,Automatic,First,14.2,1798,138.03,5.0,28358.96,21333.25
Maruti A-Star Vxi,Pune,2011,69000,Petrol,Manual,Second,19.0,998,66.1,5.0,0.0,2378.49
Honda Accord VTi-L (AT),Mumbai,2007,80000,Petrol,Automatic,First,11.0,2354,142,5.0,0.0,3659.22
Hyundai i20 Asta (o),Delhi,2014,42365,Petrol,Manual,First,17.0,1197,80,5.0,0.0,6708.57
Toyota Fortuner 4x2 AT,Delhi,2013,123000,Diesel,Automatic,First,12.5,2982,168.5,7.0,0.0,20125.71
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,Petrol,Automatic,Second,11.7,1796,186,5.0,0.0,17686.23
Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,Diesel,Manual,First,27.3,1248,74,5.0,0.0,9501.77
Maruti Ertiga VDI,Kochi,2017,43775,Diesel,Manual,First,20.7,1248,88.76,7.0,0.0,10087.25
Land Rover Range Rover Sport SE,Kochi,2019,26013,Diesel,Automatic,First,12.6,2993,255,5.0,1695.44,118400.16
Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,Petrol,Manual,First,12.0,1598,102.5,5.0,0.0,2622.44
Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,Petrol,Automatic,Second,12.0,1799,130,5.0,0.0,3659.22
BMW X3 xDrive20d,Coimbatore,2014,41089,Diesel,Automatic,First,16.0,1995,184,5.0,0.0,35116.31
Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,Diesel,Automatic,First,20.0,1968,138.1,5.0,0.0,6647.58
Maruti Swift Dzire VDI,Delhi,2013,72486,Diesel,Manual,First,23.0,1248,74,5.0,0.0,4817.97
Volvo V40 Cross Country D3,Pune,2013,92000,Diesel,Automatic,First,23.0,1984,150,5.0,0.0,19515.84
Maruti Swift Dzire ZXi,Delhi,2013,40000,Petrol,Manual,First,17.0,1298,85.8,5.0,0.0,5183.9
Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,Diesel,Automatic,First,12.0,2179,187.7,5.0,0.0,42081.03
Honda Accord 2.4 AT,Mumbai,2008,125000,Petrol,Automatic,Third,11.0,2354,177.6,5.0,0.0,3171.32
Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,Diesel,Manual,First,12.9,2494,100.6,8.0,0.0,16442.1
Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,Diesel,Manual,First,12.5,2982,168.5,7.0,0.0,39153.65
Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,18.0,1199,88.7,5.0,0.0,7525.8
Honda City 1.5 V MT,Kolkata,2015,32000,Petrol,Manual,First,17.0,1497,118,5.0,0.0,6708.57
Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.0,1248,73.75,5.0,14051.4,11160.62
Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,Diesel,Manual,First,21.6,1461,84.8,5.0,0.0,5488.83
Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,Diesel,Manual,First,12.9,2494,100.6,8.0,0.0,12807.27
Honda Brio S MT,Coimbatore,2016,14821,Petrol,Manual,First,19.0,1198,86.8,5.0,0.0,6550.0
Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,Petrol,Manual,First,15.0,1598,103.6,5.0,0.0,6647.58
Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179,140,7.0,0.0,11282.6
Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0,1498,98.96,5.0,16137.16,9392.0
Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,Diesel,Manual,First,17.7,1968,108.49,5.0,0.0,9745.72
Hyundai i10 Sportz,Chennai,2012,49000,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,3659.22
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,Diesel,Manual,First,12.0,2494,102,8.0,0.0,4878.96
Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.6,1248,88.7,5.0,12270.58,8160.06
Maruti Swift VDI,Delhi,2014,56000,Diesel,Manual,First,22.0,1248,74,5.0,0.0,5183.9
Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.7,1498,108.4,5.0,18710.81,12807.27
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,Diesel,Manual,First,13.6,2393,147.8,8.0,29285.96,27505.14
Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,Petrol,Manual,Second,17.0,1591,121.3,5.0,0.0,6342.65
Honda City i VTEC VX Option,Coimbatore,2019,23882,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,14478.31
Honda City i DTEC SV,Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498,98.6,5.0,0.0,8525.98
Volkswagen Vento Diesel Highline,Jaipur,2011,50000,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,6098.7
Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,Diesel,Automatic,First,12.1,2967,236,5.0,0.0,53668.56
Maruti Alto 800 LXI,Chennai,2015,21000,Petrol,Manual,First,22.7,796,47.3,5.0,0.0,3403.07
Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,Diesel,Manual,Second,21.1,1248,88.8,5.0,0.0,3537.25
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,Petrol,Manual,First,15.2,1591,121.3,5.0,0.0,12014.44
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987,224,7.0,0.0,59767.26
Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.5,2498,105,6.0,13892.84,11282.6
Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,Diesel,Manual,Second,22.3,1582,126.3,5.0,0.0,4574.02
Ford Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.0,1498,99,5.0,11941.25,8891.9
Mini Cooper 3 DOOR D,Mumbai,2016,20000,Diesel,Automatic,First,20.0,1496,113.98,4.0,42690.9,28663.89
Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,Petrol,Manual,First,14.0,796,35,5.0,0.0,3171.32
Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Diesel,Manual,Second,21.0,1461,65,5.0,11294.79,3781.19
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,Diesel,Automatic,First,14.2,2143,203,5.0,0.0,36567.81
Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,Diesel,Manual,First,19.0,1461,108.45,5.0,0.0,8208.85
Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,Diesel,Manual,First,23.0,1248,74,5.0,0.0,4269.09
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,Petrol,Manual,First,16.4,1198,73.9,5.0,0.0,2866.39
Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179,140,7.0,0.0,19674.41
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,Petrol,Manual,First,16.4,1198,74,5.0,0.0,7196.47
Maruti Ritz VXI,Hyderabad,2012,68776,Petrol,Manual,First,21.0,1197,85.80,5.0,0.0,4756.99
Chevrolet Optra 1.6 Elite,Pune,2005,150000,Petrol,Manual,First,14.0,1598,0,5.0,0.0,1829.61
Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,Diesel,Manual,First,12.0,2494,102,7.0,0.0,8477.19
Honda City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0,1498,98.6,5.0,0.0,8538.18
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198,73.75,5.0,10587.34,8818.72
Maruti SX4 ZDI Leather,Mumbai,2012,90000,Diesel,Manual,First,21.0,1248,88.8,5.0,0.0,4647.21
Maruti Swift ZXI,Chennai,2012,42000,Petrol,Manual,Third,18.0,1197,85.8,5.0,0.0,5488.83
Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,First,19.6,1582,126.2,5.0,0.0,15368.72
Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,First,12.0,2967,241.4,7.0,0.0,58547.52
Maruti Alto LXi BSIII,Coimbatore,2010,59136,Petrol,Manual,First,19.0,796,46.3,5.0,0.0,3610.43
Honda Amaze SX i-DTEC,Kolkata,2014,36000,Diesel,Manual,First,25.0,1498,98.6,5.0,0.0,3964.16
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,Diesel,Automatic,Second,18.3,1968,167.7,5.0,0.0,10367.79
Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,Diesel,Automatic,First,19.0,1582,126.24,5.0,0.0,10672.72
Maruti Wagon R VXI BS IV,Kochi,2011,36411,Petrol,Manual,First,18.0,998,67.1,5.0,0.0,3756.8
Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.8,1999,148.31,7.0,80978.54,50619.21
Honda City i VTEC SV,Pune,2016,27300,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,8538.18
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Petrol,Automatic,Second,14.7,1991,181.03,5.0,0.0,14027.01
Maruti Wagon R LX BS IV,Pune,2011,71000,Petrol,Manual,First,20.5,998,67.04,5.0,0.0,3171.32
Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.3,1582,126.3,5.0,0.0,5244.88
Maruti Ertiga VXI CNG,Mumbai,2017,19234,CNG,Manual,First,24.5,1373,80.46,7.0,0.0,10184.83
Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.0,1968,141,5.0,44459.52,30371.53
BMW X1 sDrive 20d Exclusive,Pune,2011,102000,Diesel,Automatic,First,15.0,1995,177,5.0,0.0,16771.42
Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,Diesel,Manual,First,24.0,1186,73.97,5.0,0.0,4696.0
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,Diesel,Automatic,First,13.0,2143,201.1,5.0,0.0,28358.96
Mahindra Bolero ZLX,Chennai,2012,35000,Diesel,Manual,First,13.0,2523,0,7.0,0.0,8538.18
Hyundai Grand i10 Asta Option,Bangalore,2015,50000,Petrol,Manual,First,18.0,1197,82,5.0,0.0,7013.5
Hyundai i10 Magna 1.2,Mumbai,2008,62000,Petrol,Manual,Second,20.3,1197,78.9,5.0,0.0,2012.57
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,Diesel,Manual,First,19.3,1968,138.1,5.0,0.0,7928.31
Skoda Yeti Elegance,Chennai,2011,79000,Diesel,Manual,First,17.6,1968,138.08,5.0,0.0,9148.05
Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,Diesel,Automatic,First,14.7,2967,245,7.0,111459.84,88967.84
Toyota Fortuner 3.0 Diesel,Chennai,2010,135000,Diesel,Manual,Second,11.0,2982,171,7.0,0.0,13417.14
Maruti Wagon R VXI Minor ABS,Kochi,2013,36716,Petrol,Manual,First,18.0,1061,67,5.0,0.0,3683.61
Hyundai EON Era,Coimbatore,2013,65060,Petrol,Manual,First,21.0,814,55.2,5.0,0.0,4049.54
Honda Brio S MT,Delhi,2013,33000,Petrol,Manual,First,19.0,1198,86.8,5.0,0.0,3951.96
Maruti Alto 800 VXI,Kolkata,2015,11110,Petrol,Manual,First,22.7,796,47.3,5.0,0.0,2866.39
Mahindra Bolero ZLX,Jaipur,2013,63000,Diesel,Manual,First,15.9,2523,62.1,7.0,13600.1,6708.57
Honda City i VTEC SV,Mumbai,2015,27030,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,8233.25
Skoda Rapid 1.6 MPI Elegance Black Package,Mumbai,2015,19600,Petrol,Manual,First,15.0,1598,103.52,5.0,0.0,7501.4
Maruti Swift VVT VXI,Pune,2016,27755,Petrol,Manual,First,22.0,1197,81.80,5.0,0.0,6647.58
Hyundai EON Magna Plus,Hyderabad,2013,20000,Petrol,Manual,Second,21.0,814,55.2,5.0,0.0,2805.4
Maruti Swift Dzire ZXI,Kochi,2015,24782,Petrol,Manual,First,20.8,1197,83.14,5.0,0.0,7574.59
Nissan Micra XV CVT,Coimbatore,2014,47303,Petrol,Automatic,First,19.3,1198,76,5.0,0.0,6354.85
Audi Q7 4.2 FSI quattro,Delhi,2008,71000,Petrol,Automatic,First,8.0,4134,250,7.0,0.0,14624.68
Maruti Swift Vdi BSIII,Pune,2010,135000,Diesel,Manual,First,17.0,1248,75,5.0,0.0,3781.19
Tata Xenon XT EX 4X2,Jaipur,2017,1000,Diesel,Manual,First,13.4,2179,138.03,5.0,0.0,9148.05
Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,Diesel,Manual,First,20.1,1498,88.8,5.0,0.0,4878.96
Honda City i VTEC SV,Kochi,2016,36367,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,9428.59
Honda City i VTEC V,Bangalore,2015,38000,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,9513.97
Maruti 800 AC BSIII,Hyderabad,2011,83969,Petrol,Manual,First,16.0,796,37,4.0,0.0,1585.66
Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,Diesel,Manual,First,20.1,1498,88.8,5.0,0.0,5391.25
Chevrolet Captiva LTZ VCDi,Pune,2009,89000,Diesel,Automatic,First,12.0,1991,147.9,7.0,0.0,4878.96
Mahindra XUV500 W10 2WD,Kolkata,2016,54000,Diesel,Manual,First,16.0,2179,140,7.0,0.0,15856.62
Honda Amaze VX i-DTEC,Kochi,2015,61691,Diesel,Manual,First,25.0,1498,98.6,5.0,0.0,6562.2
Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,Petrol,Manual,Second,17.0,1197,80,5.0,0.0,3964.16
Maruti Wagon R AMT VXI,Jaipur,2016,68630,Petrol,Automatic,First,20.5,998,67,5.0,0.0,4720.39
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,Diesel,Automatic,Second,16.9,1968,138.03,5.0,0.0,10062.86
Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,Petrol,Manual,First,20.7,1373,91.1,5.0,0.0,11319.19
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,Diesel,Automatic,First,11.7,2179,120,7.0,0.0,7623.38
Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,Petrol,Manual,Second,15.2,1150,74.9,5.0,0.0,1402.7
Maruti Ciaz ZXi Option,Kochi,2016,40347,Petrol,Manual,First,20.7,1373,91.2,5.0,0.0,9513.97
Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396,90,5.0,0.0,5488.83
Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,Petrol,Manual,First,18.0,1199,88.7,5.0,0.0,9221.23
Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179,140,7.0,0.0,19613.42
Hyundai i20 1.2 Sportz,Bangalore,2012,52237,Petrol,Manual,First,17.0,1197,80,5.0,0.0,5488.83
Hyundai Verna 1.6 SX,Chennai,2012,128000,Diesel,Manual,First,22.3,1582,126.32,5.0,0.0,6098.7
Hyundai i10 Era 1.1,Delhi,2011,54000,Petrol,Manual,First,19.8,1086,68.05,5.0,0.0,2683.43
Maruti Celerio VXI AT,Bangalore,2014,49800,Petrol,Automatic,First,23.0,998,67.04,5.0,0.0,4878.96
Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.8,1199,73.9,5.0,0.0,3061.55
Maruti Swift VDI BSIV,Delhi,2015,60095,Diesel,Manual,First,25.0,1248,74,5.0,0.0,5793.76
Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Petrol,Manual,Second,16.0,1086,66.7,5.0,0.0,2439.48
Hyundai i10 Magna 1.2,Jaipur,2010,81402,Petrol,Manual,Second,20.3,1197,78.9,5.0,0.0,2561.45
Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,Petrol,Automatic,First,16.0,1499,110,5.0,0.0,7623.38
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Diesel,Automatic,Second,11.0,2987,210,5.0,0.0,12929.24
Maruti Swift VDI BSIV,Ahmedabad,2017,49224,Diesel,Manual,First,25.0,1248,74,5.0,0.0,7318.44
Maruti 800 Std BSIII,Jaipur,2004,12000,Petrol,Manual,Second,16.0,796,37,4.0,0.0,548.88
Maruti Swift Lxi BSIII,Pune,2010,54898,Petrol,Manual,Third,16.0,1298,88.2,5.0,0.0,3049.35
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,Petrol,Manual,First,15.2,1591,121.3,5.0,0.0,15551.68
BMW X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.0,1995,190,5.0,62170.15,36945.92
Ford Ikon 1.3 Flair,Hyderabad,2006,27076,Petrol,Manual,First,13.0,1299,70,5.0,0.0,1951.58
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,Diesel,Manual,First,22.0,1498,89.84,5.0,0.0,9196.84
Maruti Ciaz VXi Plus,Kochi,2015,46601,Petrol,Manual,First,20.7,1373,91.1,5.0,0.0,8343.02
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,Diesel,Automatic,First,18.3,1968,167.7,5.0,0.0,7318.44
Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,Diesel,Manual,First,27.0,1498,98.6,5.0,0.0,9757.92
Audi A4 35 TDI Premium,Coimbatore,2016,68193,Diesel,Automatic,First,17.1,1968,174.33,5.0,0.0,30176.37
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,First,24.0,1120,70,5.0,0.0,6708.57
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,Diesel,Automatic,First,12.0,2987,224,7.0,0.0,43910.64
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,Diesel,Manual,First,12.9,2494,100.6,7.0,0.0,14380.73
Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,Petrol,Manual,Second,16.9,1498,97.7,5.0,0.0,3659.22
Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968,138.1,5.0,0.0,8233.25
Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,Petrol,Manual,First,14.4,1399,92.7,5.0,0.0,1707.64
Honda Mobilio V i DTEC,Mumbai,2014,57000,Diesel,Manual,First,24.0,1498,98.6,7.0,0.0,7013.5
Maruti Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,21.0,1248,73.9,5.0,0.0,4147.12
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Petrol,Manual,Second,16.4,1198,73.9,5.0,0.0,5964.53
Nissan Terrano XL,Mumbai,2013,31000,Petrol,Manual,First,13.2,1598,102.5,5.0,0.0,6037.71
Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Petrol,Automatic,Second,16.9,998,66.1,5.0,0.0,4256.89
Toyota Etios Liva GD,Pune,2011,32000,Diesel,Manual,First,23.5,1364,0,5.0,0.0,4696.0
Honda City 1.5 S MT,Pune,2014,43772,Petrol,Manual,First,17.0,1497,118,5.0,0.0,7745.35
Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,Petrol,Automatic,First,18.0,1197,82,5.0,0.0,8635.76
Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.0,1999,177,5.0,65146.31,46350.12
Mahindra Scorpio VLX,Kolkata,2012,62000,Diesel,Manual,First,12.0,2179,120,8.0,0.0,7623.38
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,Petrol,Automatic,First,11.7,1796,186,5.0,0.0,12380.36
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,Petrol,Automatic,First,13.0,1798,157.75,5.0,0.0,13112.2
Chevrolet Cruze LTZ AT,Pune,2012,137008,Diesel,Automatic,First,18.0,1991,147.9,4.0,0.0,5671.79
Mahindra Scorpio VLX,Delhi,2010,61001,Diesel,Manual,First,12.0,2179,120,8.0,0.0,5793.76
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,Petrol,Manual,First,17.0,1591,121.3,5.0,0.0,9489.58
Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396,90,5.0,0.0,8233.25
Honda City ZX CVT,Hyderabad,2008,56000,Petrol,Automatic,First,16.0,1497,78,5.0,0.0,3647.02
Hyundai i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,2866.39
Honda Amaze S i-Dtech,Delhi,2013,89429,Diesel,Manual,First,25.0,1498,98.6,5.0,0.0,4452.05
Maruti Wagon R LXI,Delhi,2012,45631,Petrol,Manual,Second,22.0,998,67.04,5.0,5598.61,3342.09
Honda Brio S MT,Jaipur,2013,53959,Petrol,Manual,First,19.0,1198,86.8,5.0,0.0,4269.09
Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,Petrol,Manual,First,17.0,1197,80,5.0,0.0,5805.96
Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,Petrol,Manual,First,15.0,1598,103.2,5.0,0.0,7562.39
Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,Diesel,Manual,Second,18.0,1896,66,5.0,0.0,2866.39
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143,204,5.0,0.0,29883.63
Renault Duster Petrol RxL,Pune,2013,20000,Petrol,Manual,First,13.2,1598,102.57,5.0,0.0,7318.44
Hyundai EON Sportz,Hyderabad,2017,31829,Petrol,Manual,First,21.0,814,55.2,5.0,0.0,4452.05
Maruti Swift VXI,Coimbatore,2016,18094,Petrol,Manual,Second,18.0,1197,85.8,5.0,0.0,7635.57
Nissan Micra Diesel,Jaipur,2011,80000,Diesel,Manual,Second,19.0,1461,0,5.0,0.0,2561.45
Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,Diesel,Automatic,First,13.2,2967,241.4,5.0,0.0,40190.43
Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,9513.97
Honda Brio S MT,Bangalore,2014,43521,Petrol,Manual,First,19.0,1198,86.8,5.0,0.0,5183.9
Maruti Swift Dzire ZXi,Kochi,2014,49386,Petrol,Manual,First,17.0,1298,85.8,5.0,0.0,5927.94
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,Petrol,Manual,First,18.0,1197,81.86,5.0,7977.1,5976.73
Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,Diesel,Manual,First,11.6,2498,112,8.0,0.0,8611.36
Volkswagen Polo GTI,Delhi,2015,60007,Petrol,Automatic,First,17.2,1798,189,4.0,0.0,5488.83
Maruti Alto K10 VXI,Coimbatore,2011,48624,Petrol,Manual,First,24.0,998,67.1,5.0,5732.78,3927.56
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,Diesel,Manual,First,22.0,1199,73.9,5.0,0.0,3964.16
Hyundai Grand i10 Sportz,Delhi,2016,81605,Petrol,Manual,First,18.0,1197,82,5.0,0.0,5525.42
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,Diesel,Automatic,First,14.8,2143,170,5.0,0.0,42422.56
Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,Petrol,Automatic,First,15.7,1591,121.3,5.0,0.0,7928.31
Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,Petrol,Manual,First,15.0,1172,67,5.0,0.0,2744.42
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Diesel,Manual,Second,12.9,2494,100,8.0,0.0,9757.92
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,Diesel,Automatic,First,18.4,1493,100,7.0,0.0,10209.22
Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,Diesel,Manual,First,20.1,1498,88.8,5.0,0.0,6574.4
BMW 5 Series 520d Luxury Line,Kochi,2018,32586,Diesel,Automatic,First,22.4,1995,190,5.0,82783.75,45496.3
Mercedes-Benz GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.5,2987,254.79,5.0,116033.87,86357.59
